6061,Ferndale,S,NY,12734,Sullivan,0.075
6062,Fremont Center,S,NY,12736,Sullivan,0.075
6063,Glen Spey,S,NY,12737,Sullivan,0.075
6064,Glen Wild,S,NY,12738,Sullivan,0.075
6065,Godeffroy,S,NY,12739,Orange,0.08125
6066,Grahamsville,S,NY,12740,Sullivan,0.075
6067,Hankins,S,NY,12741,Sullivan,0.075
6068,Harris,S,NY,12742,Sullivan,0.075
6069,Highland Lake,S,NY,12743,Sullivan,0.075
6070,Hortonville,S,NY,12745,Sullivan,0.075
6071,Huguenot,S,NY,12746,Orange,0.075
6072,Hurleyville,S,NY,12747,Sullivan,0.075
6073,Jeffersonville,S,NY,12748,Sullivan,0.075
6074,Kauneonga Lake,S,NY,12749,Sullivan,0.075
6075,Kenoza Lake,S,NY,12750,Sullivan,0.075
6076,Kiamesha Lake,S,NY,12751,Sullivan,0.075
6077,Lake Huntington,S,NY,12752,Sullivan,0.075
51676,LEW BEACH,,NY,12753,sullivan,0.075
6078,Liberty,S,NY,12754,Sullivan,0.075
6079,Livingston Manor,S,NY,12758,Sullivan,0.075
6080,Loch Sheldrake,S,NY,12759,Sullivan,0.075
6081,Long Eddy,S,NY,12760,Sullivan,0.075
6082,Mongaup Valley,S,NY,12762,Sullivan,0.075
6083,Mountain Dale,S,NY,12763,Sullivan,0.075
6084,Narrowsburg,S,NY,12764,Sullivan,0.075
6085,Neversink,S,NY,12765,Sullivan,0.075
6086,North Branch,S,NY,12766,Sullivan,0.075
6087,Obernburg,S,NY,12767,Sullivan,0.075
6088,Parksville,S,NY,12768,Sullivan,0.075
6089,Phillipsport,S,NY,12769,Sullivan,0.075
6090,Pond Eddy,S,NY,12770,Sullivan,0.075
6091,Port Jervis,S,NY,12771,Orange,0.075
6092,Rock Hill,S,NY,12775,Sullivan,0.075
6093,Roscoe,S,NY,12776,Sullivan,0.075
6094,Forestburgh,S,NY,12777,Sullivan,0.075
6095,Monticello,S,NY,12777,Sullivan,0.075
6096,Smallwood,S,NY,12778,Sullivan,0.075
6097,South Fallsburg,S,NY,12779,Sullivan,0.075
6098,Sparrow Bush,S,NY,12780,Orange,0.075
6099,Summitville,S,NY,12781,Sullivan,0.075
6100,Sundown,S,NY,12782,Ulster,0.08
6101,Swan Lake,S,NY,12783,Sullivan,0.075
6102,Thompsonville,S,NY,12784,Sullivan,0.075
6103,Westbrookville,S,NY,12785,Sullivan,0.075
6104,White Lake,S,NY,12786,Sullivan,0.075
6105,White Sulphur Springs,S,NY,12787,Sullivan,0.075
6106,Woodbourne,S,NY,12788,Sullivan,0.075
6107,Woodridge,S,NY,12789,Sullivan,0.075
6108,Wurtsboro,S,NY,12790,Sullivan,0.075
6109,Youngsville,S,NY,12791,Sullivan,0.075
6110,Yulan,S,NY,12792,Sullivan,0.075
6111,Glens Falls,S,NY,12801,Warren,0.07
6112,Queensbury,S,NY,12801,Warren,0.07
6113,West Glens Falls,S,NY,12801,Warren,0.07
6114,Glens Falls,S,NY,12803,Saratoga,0.07
6115,South Glens Falls,S,NY,12803,Saratoga,0.07
6116,Glens Falls,S,NY,12804,Warren,0.07
6117,Queensbury,S,NY,12804,Warren,0.07
6118,Adirondack,S,NY,12808,Warren,0.07
6119,Argyle,S,NY,12809,Washington,0.07
6120,North Argyle,S,NY,12809,Washington,0.07
6121,South Argyle,S,NY,12809,Washington,0.07
6122,Athol,S,NY,12810,Warren,0.07
6123,Bakers Mills,S,NY,12811,Warren,0.07
6124,Blue Mountain Lake,S,NY,12812,Hamilton,0.07
6125,Bolton Landing,S,NY,12814,Warren,0.07
6126,Brant Lake,S,NY,12815,Warren,0.07
6127,Horicon,S,NY,12815,Warren,0.07
6128,Cambridge,S,NY,12816,Washington,0.07
6129,Coila,S,NY,12816,Washington,0.07
6130,Chestertown,S,NY,12817,Warren,0.07
6131,Clemons,S,NY,12819,Washington,0.07
6132,Cleverdale,S,NY,12820,Warren,0.07
6133,Rockhurst,S,NY,12820,Warren,0.07
6134,Comstock,S,NY,12821,Washington,0.07
6135,Corinth,S,NY,12822,Saratoga,0.07
6136,Cossayuna,S,NY,12823,Washington,0.07
6137,Cossayuna Lake,S,NY,12823,Washington,0.07
6138,Diamond Point,S,NY,12824,Warren,0.07
6139,Trout Lake,S,NY,12824,Warren,0.07
51677,EAST GREENWICH,,NY,12826,,0.07
6140,Fort Ann,S,NY,12827,Washington,0.07
6141,West Fort Ann,S,NY,12827,Washington,0.07
6142,Fort Edward,S,NY,12828,Washington,0.07
6143,Fort Miller,S,NY,12828,Washington,0.07
6144,Gansevoort,S,NY,12831,Saratoga,0.07
6145,Wilton,S,NY,12831,Saratoga,0.07
6146,Fortsville,S,NY,12831,Saratoga,0.07
6147,Granville,S,NY,12832,Washington,0.07
6148,Hebron,S,NY,12832,Washington,0.07
6149,South Granville,S,NY,12832,Washington,0.07
6150,North Hebron,S,NY,12832,Washington,0.07
6151,Truthville,S,NY,12832,Washington,0.07
6152,Slateville,S,NY,12832,Washington,0.07
6153,Greenfield Center,S,NY,12833,Saratoga,0.07
6154,Greenfield,S,NY,12833,Saratoga,0.07
6155,Greenwich,S,NY,12834,Washington,0.07
6156,Clarks Mills,S,NY,12834,Washington,0.07
6157,Bald Mountain,S,NY,12834,Washington,0.07
6158,Battenville,S,NY,12834,Washington,0.07
6159,Thomson,S,NY,12834,Washington,0.07
6160,Hadley,S,NY,12835,Saratoga,0.07
6161,Day,S,NY,12835,Saratoga,0.07
6162,Conklingville,S,NY,12835,Saratoga,0.07
6163,Hague,S,NY,12836,Warren,0.07
6164,Hampton,S,NY,12837,Washington,0.07
6165,Hartford,S,NY,12838,Washington,0.07
6166,Hudson Falls,S,NY,12839,Washington,0.07
6167,Kingsbury,S,NY,12839,Washington,0.07
6168,Smiths Basin,S,NY,12839,Washington,0.07
6169,Huletts Landing,S,NY,12841,Washington,0.07
6170,Indian Lake,S,NY,12842,Hamilton,0.07
6171,Johnsburg,S,NY,12843,Warren,0.07
6172,Garnet Lake,S,NY,12843,Warren,0.07
6173,Kattskill Bay,S,NY,12844,Warren,0.07
6174,Pilot Knob,S,NY,12844,Warren,0.07
6175,Lake George,S,NY,12845,Warren,0.07
6176,Assembly Point,S,NY,12845,Warren,0.07
6177,Lake Luzerne,S,NY,12846,Warren,0.07
6178,Luzerne,S,NY,12846,Warren,0.07
6179,Long Lake,S,NY,12847,Hamilton,0.07
6180,Sabattis,S,NY,12847,Hamilton,0.07
6181,Middle Falls,S,NY,12848,Washington,0.07
6182,Middle Granville,S,NY,12849,Washington,0.07
6183,Middle Grove,S,NY,12850,Saratoga,0.07
6184,Barkersville,S,NY,12850,Saratoga,0.07
6185,Lake Desolation,S,NY,12850,Saratoga,0.07
6186,Providence,S,NY,12850,Saratoga,0.07
6187,Minerva,S,NY,12851,Essex,0.0775
6188,Newcomb,S,NY,12852,Essex,0.0775
6189,North Creek,S,NY,12853,Warren,0.07
6190,Igerna,S,NY,12853,Warren,0.07
6191,North Granville,S,NY,12854,Washington,0.07
6192,North Hudson,S,NY,12855,Essex,0.0775
6193,North River,S,NY,12856,Warren,0.07
6194,Olmstedville,S,NY,12857,Essex,0.075
6195,Paradox,S,NY,12858,Essex,0.075
6196,Ticonderoga,S,NY,12858,Essex,0.075
6197,Porter Corners,S,NY,12859,Saratoga,0.07
6198,Pottersville,S,NY,12860,Warren,0.07
6199,Putnam Station,S,NY,12861,Washington,0.07
6200,Riparius,S,NY,12862,Warren,0.07
6201,Rock City Falls,S,NY,12863,Saratoga,0.07
6202,Sabael,S,NY,12864,Hamilton,0.07
6203,Salem,S,NY,12865,Washington,0.07
6204,West Hebron,S,NY,12865,Washington,0.07
6205,Belcher,S,NY,12865,Washington,0.07
6206,East Hebron,S,NY,12865,Washington,0.07
6207,Saratoga Springs,S,NY,12866,Saratoga,0.07
6208,Schroon Lake,S,NY,12870,Essex,0.0775
6209,Blue Ridge,S,NY,12870,Essex,0.0775
6210,Schuylerville,S,NY,12871,Saratoga,0.07
6211,Grangerville,S,NY,12871,Saratoga,0.07
6212,Bacon Hill,S,NY,12871,Saratoga,0.07
6213,Quaker Springs,S,NY,12871,Saratoga,0.07
6214,Severance,S,NY,12872,Essex,0.0775
6215,Shushan,S,NY,12873,Washington,0.07
6216,Silver Bay,S,NY,12874,Warren,0.07
6217,Sabbath Day Point,S,NY,12874,Warren,0.07
6218,Stony Creek,S,NY,12878,Warren,0.07
6219,Newcomb,S,NY,12879,Essex,0.0775
6220,Ticonderoga,S,NY,12883,Essex,0.0775
6221,Eagle Lake,S,NY,12883,Essex,0.0775
6222,Chilson,S,NY,12883,Essex,0.0775
6223,Streetroad,S,NY,12883,Essex,0.0775
6224,Victory Mills,S,NY,12884,Saratoga,0.07
6225,Warrensburg,S,NY,12885,Warren,0.07
6226,Thurman,S,NY,12885,Warren,0.07
6227,The Glen,S,NY,12885,Warren,0.07
6228,Wevertown,S,NY,12886,Warren,0.07
6229,Whitehall,S,NY,12887,Washington,0.07
6230,Dresden Station,S,NY,12887,Washington,0.07
6231,Low Hampton,S,NY,12887,Washington,0.07
6232,Plattsburgh,S,NY,12901,Clinton,0.075
6233,Beekmantown,S,NY,12901,Clinton,0.075
6234,South Plattsburgh,S,NY,12901,Clinton,0.075
6235,Plattsburgh,S,NY,12903,Clinton,0.075
6236,Altona,S,NY,12910,Clinton,0.075
6237,Irona,S,NY,12910,Clinton,0.075
6238,Keeseville,S,NY,12911,Clinton,0.075
6239,Au Sable Forks,S,NY,12912,Clinton,0.075
6240,Bloomingdale,S,NY,12913,Essex,0.075
6241,Bombay,S,NY,12914,Franklin,0.07
6242,Brainardsville,S,NY,12915,Franklin,0.07
6243,Brushton,S,NY,12916,Franklin,0.07
6244,Burke,S,NY,12917,Franklin,0.07
6245,Cadyville,S,NY,12918,Clinton,0.075
6246,Champlain,S,NY,12919,Clinton,0.075
6247,Coopersville,S,NY,12919,Clinton,0.075
6248,Chateaugay,S,NY,12920,Franklin,0.07
6249,Chazy,S,NY,12921,Clinton,0.075
6250,Childwold,S,NY,12922,Saint Lawrence,0.07
6251,Churubusco,S,NY,12923,Clinton,0.075
6252,Clintonville,S,NY,12924,Clinton,0.075
6253,Keeseville,S,NY,12924,Clinton,0.075
6254,Constable,S,NY,12926,Franklin,0.07
6255,Westville Center,S,NY,12926,Franklin,0.07
6256,Trout River,S,NY,12926,Franklin,0.07
6257,Cranberry Lake,S,NY,12927,Saint Lawrence,0.07
6258,Crown Point,S,NY,12928,Essex,0.075
6259,Factoryville,S,NY,12928,Essex,0.075
6260,Dannemora,S,NY,12929,Clinton,0.075
6261,Dickinson Center,S,NY,12930,Franklin,0.07
6262,East Dickinson,S,NY,12930,Franklin,0.07
6263,Elizabethtown,S,NY,12932,Essex,0.075
6264,Ellenburg,S,NY,12933,Clinton,0.075
6265,Ellenburg Center,S,NY,12934,Clinton,0.075
6266,Ellenburg Depot,S,NY,12935,Clinton,0.075
6267,Essex,S,NY,12936,Essex,0.075
6268,Fort Covington,S,NY,12937,Franklin,0.07
51678,NICHOLVILLE,,NY,12938,,0.07
6269,Gabriels,S,NY,12939,Franklin,0.07
6270,Jay,S,NY,12941,Essex,0.075
6271,Keene,S,NY,12942,Essex,0.075
6272,Keene Valley,S,NY,12943,Essex,0.075
6273,Saint Huberts,S,NY,12943,Essex,0.075
6274,Keeseville,S,NY,12944,Essex,0.075
6275,Lake Clear,S,NY,12945,Franklin,0.075
6276,Upper Saint Regis,S,NY,12945,Franklin,0.075
6277,Lake Placid,S,NY,12946,Essex,0.075
6278,North Pole,S,NY,12946,Essex,0.075
6279,Lawrenceville,S,NY,12949,Saint Lawrence,0.075
6280,Lewis,S,NY,12950,Essex,0.075
6281,Lyon Mountain,S,NY,12952,Clinton,0.075
6282,Standish,S,NY,12952,Clinton,0.075
6283,Malone,S,NY,12953,Franklin,0.07
6284,Duane,S,NY,12953,Franklin,0.07
6285,Lyon Mountain,S,NY,12955,Clinton,0.075
6286,Mineville,S,NY,12956,Essex,0.075
6287,Moira,S,NY,12957,Franklin,0.07
6288,South Bombay,S,NY,12957,Franklin,0.07
6289,Mooers,S,NY,12958,Clinton,0.075
6290,Mooers Forks,S,NY,12959,Clinton,0.075
6291,Moriah,S,NY,12960,Essex,0.075
6292,Moriah Center,S,NY,12961,Essex,0.075
6293,Morrisonville,S,NY,12962,Clinton,0.075
6294,West Plattsburgh,S,NY,12962,Clinton,0.075
6295,New Russia,S,NY,12964,Essex,0.075
6296,Nicholville,S,NY,12965,Saint Lawrence,0.07
6297,Hopkinton,S,NY,12965,Saint Lawrence,0.07
6298,Fort Jackson,S,NY,12965,Saint Lawrence,0.07
6299,North Bangor,S,NY,12966,Franklin,0.07
6300,West Bangor,S,NY,12966,Franklin,0.07
6301,Bangor,S,NY,12966,Franklin,0.07
6302,North Lawrence,S,NY,12967,Saint Lawrence,0.07
51679,ONCHIOTA,,NY,12968,,0.07
6303,Owls Head,S,NY,12969,Franklin,0.07
6304,Mountain View,S,NY,12969,Franklin,0.07
6305,Paul Smiths,S,NY,12970,Franklin,0.07
6306,Peru,S,NY,12972,Clinton,0.075
6307,Harkness,S,NY,12972,Clinton,0.075
6308,Piercefield,S,NY,12973,Saint Lawrence,0.07
6309,Port Henry,S,NY,12974,Essex,0.075
6310,Port Kent,S,NY,12975,Essex,0.075
6311,Rainbow Lake,S,NY,12976,Franklin,0.07
6312,Ray Brook,S,NY,12977,Essex,0.075
6313,Redford,S,NY,12978,Clinton,0.075
6314,Rouses Point,S,NY,12979,Clinton,0.075
6315,Saint Regis Falls,S,NY,12980,Franklin,0.07
6316,Santa Clara,S,NY,12980,Franklin,0.07
6317,Saranac,S,NY,12981,Clinton,0.075
6318,Saranac Lake,S,NY,12983,Franklin,0.07
6319,Lake Colby,S,NY,12983,Franklin,0.07
6320,Schuyler Falls,S,NY,12985,Clinton,0.075
6321,Peasleeville,S,NY,12985,Clinton,0.075
6322,Tupper Lake,S,NY,12986,Franklin,0.07
6323,Conifer,S,NY,12986,Franklin,0.07
6324,Upper Jay,S,NY,12987,Essex,0.075
6325,Loon Lake,S,NY,12989,Franklin,0.07
6326,Vermontville,S,NY,12989,Franklin,0.07
6327,Onchiota,S,NY,12989,Franklin,0.07
6328,West Chazy,S,NY,12992,Clinton,0.0775
6329,Westport,S,NY,12993,Essex,0.0775
6330,Wadhams,S,NY,12993,Essex,0.0775
51680,WHALLONSBURG,,NY,12994,,0.07
6331,Whippleville,S,NY,12995,Franklin,0.07
6332,Willsboro,S,NY,12996,Essex,0.0775
6333,Willsboro Point,S,NY,12996,Essex,0.0775
6334,Reber,S,NY,12996,Essex,0.0775
6335,Wilmington,S,NY,12997,Essex,0.0775
6336,Witherbee,S,NY,12998,Essex,0.775
6337,Apulia Station,S,NY,13020,Onondaga,0.08
6338,Auburn,S,NY,13021,Cayuga,0.08
6339,Sennett,S,NY,13021,Cayuga,0.08
6340,Throop,S,NY,13021,Cayuga,0.08
6341,Fleming,S,NY,13021,Cayuga,0.08
6342,Aurelius,S,NY,13021,Cayuga,0.08
6343,Fosterville,S,NY,13021,Cayuga,0.08
6344,Auburn,S,NY,13022,Cayuga,0.08
6345,Auburn,S,NY,13024,Cayuga,0.08
6346,Aurora,S,NY,13026,Cayuga,0.08
6347,Baldwinsville,S,NY,13027,Onondaga,0.08
6348,Bernhards Bay,S,NY,13028,Oswego,0.08
6349,Brewerton,S,NY,13029,Onondaga,0.08
6350,Bridgeport,S,NY,13030,Onondaga,0.08
6351,Camillus,S,NY,13031,Onondaga,0.08
6352,Canastota,S,NY,13032,Madison,0.08
6353,South Bay,S,NY,13032,Madison,0.08
6354,Whitelaw,S,NY,13032,Madison,0.08
6355,Cato,S,NY,13033,Cayuga,0.08
6356,Cayuga,S,NY,13034,Cayuga,0.08
6357,Cazenovia,S,NY,13035,Madison,0.08
6358,Nelson,S,NY,13035,Madison,0.08
6359,Fenner,S,NY,13035,Madison,0.08
6360,Central Square,S,NY,13036,Oswego,0.08
6361,Chittenango,S,NY,13037,Madison,0.08
6362,Lakeport,S,NY,13037,Madison,0.08
6363,Sullivan,S,NY,13037,Madison,0.08
6364,Cicero,S,NY,13039,Onondaga,0.08
6365,Clay,S,NY,13039,Onondaga,0.08
6367,Taylor,S,NY,13040,Cortland,0.08
6366,Cincinnatus,S,NY,13040,Cortland,0.08
6368,Clay,S,NY,13041,Onondaga,0.08
6369,Cleveland,S,NY,13042,Oswego,0.08
6370,Clockville,S,NY,13043,Madison,0.08
6371,Constantia,S,NY,13044,Oswego,0.08
6372,Cortland,S,NY,13045,Cortland,0.08
6373,Virgil,S,NY,13045,Cortland,0.08
6374,Cortlandville,S,NY,13045,Cortland,0.08
51681,CUYLER,,NY,13050,,0.08
6375,Delphi Falls,S,NY,13051,Onondaga,0.08
6376,De Ruyter,S,NY,13052,Madison,0.08
6377,Lincklaen,S,NY,13052,Madison,0.08
6378,Deruyter,S,NY,13052,Madison,0.08
6379,Dryden,S,NY,13053,Tompkins,0.08
6380,Durhamville,S,NY,13054,Oneida,0.095
6381,Higginsville,S,NY,13054,Oneida,0.095
51682,EAST FREETOWN,,NY,13055,,0.08
6382,East Homer,S,NY,13056,Cortland,0.08
6383,East Syracuse,S,NY,13057,Onondaga,0.08
6384,Elbridge,S,NY,13060,Onondaga,0.08
6385,Hart Lot,S,NY,13060,Onondaga,0.08
6386,Erieville,S,NY,13061,Madison,0.08
6387,Etna,S,NY,13062,Tompkins,0.08
6388,Fabius,S,NY,13063,Onondaga,0.08
6389,Fair Haven,S,NY,13064,Oswego,0.08
6390,Fayette,S,NY,13065,Seneca,0.08
6391,Fayetteville,S,NY,13066,Onondaga,0.08
6392,Freeville,S,NY,13068,Tompkins,0.08
6393,Fulton,S,NY,13069,Oswego,0.08
6394,Palermo,S,NY,13069,Oswego,0.08
6395,Volney,S,NY,13069,Oswego,0.08
6396,Genoa,S,NY,13071,Cayuga,0.08
6397,Georgetown,S,NY,13072,Madison,0.08
6398,Groton,S,NY,13073,Tompkins,0.08
6399,Hannibal,S,NY,13074,Oswego,0.08
6400,Hannibal Center,S,NY,13074,Oswego,0.08
6401,Fairdale,S,NY,13074,Oswego,0.08
6402,South Hannibal,S,NY,13074,Oswego,0.08
6403,Hastings,S,NY,13076,Oswego,0.08
6404,Homer,S,NY,13077,Cortland,0.08
6405,Jamesville,S,NY,13078,Onondaga,0.08
6406,Sentinel Heights,S,NY,13078,Onondaga,0.08
6407,Jordan,S,NY,13080,Onondaga,0.08
6408,Cross Lake,S,NY,13080,Onondaga,0.08
6409,King Ferry,S,NY,13081,Cayuga,0.08
6410,Kirkville,S,NY,13082,Onondaga,0.08
6411,Lacona,S,NY,13083,Oswego,0.08
6412,La Fayette,S,NY,13084,Onondaga,0.08
6413,Lafayette,S,NY,13084,Onondaga,0.08
51683,LEBANON,,NY,13085,,0.08
6414,Little York,S,NY,13087,Cortland,0.08
6415,Liverpool,S,NY,13088,Onondaga,0.08
6416,Liverpool,S,NY,13089,Onondaga,0.08
6417,Liverpool,S,NY,13090,Onondaga,0.08
6418,Locke,S,NY,13092,Cayuga,0.08
6419,East Genoa,S,NY,13092,Cayuga,0.08
6420,Summerhill,S,NY,13092,Cayuga,0.08
6421,Lycoming,S,NY,13093,Oswego,0.08
6422,McGraw,S,NY,13101,Cortland,0.08
6423,McLean,S,NY,13102,Tompkins,0.08
6424,Mallory,S,NY,13103,Oswego,0.08
6425,Manlius,S,NY,13104,Onondaga,0.08
6426,Maple View,S,NY,13107,Oswego,0.08
6427,Marcellus,S,NY,13108,Onondaga,0.08
6428,Navarino,S,NY,13108,Onondaga,0.0725
6429,Marietta,S,NY,13110,Onondaga,0.0725
6430,Amber,S,NY,13110,Onondaga,0.0725
6431,Martville,S,NY,13111,Cayuga,0.0825
6432,North Victory,S,NY,13111,Cayuga,0.0825
6433,Memphis,S,NY,13112,Onondaga,0.0725
6434,Jacks Reef,S,NY,13112,Onondaga,0.0725
6435,Meridian,S,NY,13113,Cayuga,0.0825
6436,Mexico,S,NY,13114,Oswego,0.0725
6437,Minetto,S,NY,13115,Oswego,0.0725
6438,Minoa,S,NY,13116,Onondaga,0.0725
6439,Montezuma,S,NY,13117,Cayuga,0.0825
6440,Moravia,S,NY,13118,Cayuga,0.0825
6441,Sempronius,S,NY,13118,Cayuga,0.0825
6442,New Hope,S,NY,13118,Cayuga,0.0825
6443,Montville,S,NY,13118,Cayuga,0.0825
6444,Mottville,S,NY,13119,Onondaga,0.0725
6445,Nedrow,S,NY,13120,Onondaga,0.0725
6446,South Onondaga,S,NY,13120,Onondaga,0.0725
6447,New Haven,S,NY,13121,Oswego,0.0725
6448,New Woodstock,S,NY,13122,Madison,0.0725
6449,North Bay,S,NY,13123,Oneida,0.0825
6450,North Pitcher,S,NY,13124,Chenango,0.0825
6451,Oswego,S,NY,13126,Oswego,0.0725
6452,Scriba,S,NY,13126,Oswego,0.0725
6453,Seneca Hill,S,NY,13126,Oswego,0.0725
6454,Bundyville,S,NY,13126,Oswego,0.0725
6455,Oswego Center,S,NY,13126,Oswego,0.0725
6456,North Hannibal,S,NY,13126,Oswego,0.0725
6457,Georgetown,S,NY,13129,Chenango,0.0825
6458,Parish,S,NY,13131,Oswego,0.0725
6459,Colosse,S,NY,13131,Oswego,0.0725
6460,Pennellville,S,NY,13132,Oswego,0.0725
6461,Peterboro,S,NY,13134,Madison,0.0725
6462,Phoenix,S,NY,13135,Oswego,0.0725
6463,Schroeppel,S,NY,13135,Oswego,0.0725
6464,Pitcher,S,NY,13136,Chenango,0.0825
6465,Plainville,S,NY,13137,Onondaga,0.0725
6466,Pompey,S,NY,13138,Onondaga,0.0725
6467,Poplar Ridge,S,NY,13139,Cayuga,0.0825
6468,Port Byron,S,NY,13140,Cayuga,0.0825
6469,Conquest,S,NY,13140,Cayuga,0.0825
6470,Emerson,S,NY,13140,Cayuga,0.0825
6471,Preble,S,NY,13141,Cortland,0.0825
6472,Pulaski,S,NY,13142,Oswego,0.0725
6473,Red Creek,S,NY,13143,Wayne,0.0725
6474,Richland,S,NY,13144,Oswego,0.0725
6475,Sandy Creek,S,NY,13145,Oswego,0.0725
6476,Savannah,S,NY,13146,Wayne,0.0725
6477,Scipio Center,S,NY,13147,Cayuga,0.0825
6478,Venice Center,S,NY,13147,Cayuga,0.0825
6479,Scipioville,S,NY,13147,Cayuga,0.0825
6480,Venice,S,NY,13147,Cayuga,0.0825
6481,Scipio,S,NY,13147,Cayuga,0.0825
6482,Seneca Falls,S,NY,13148,Seneca,0.0825
6483,Canoga,S,NY,13148,Seneca,0.0825
6484,Skaneateles,S,NY,13152,Onondaga,0.0725
6485,Niles,S,NY,13152,Onondaga,0.0725
6486,Mandana,S,NY,13152,Onondaga,0.0725
6487,Skaneateles Falls,S,NY,13153,Onondaga,0.0725
6488,South Butler,S,NY,13154,Wayne,0.0725
6489,South Otselic,S,NY,13155,Chenango,0.0825
6490,Sterling,S,NY,13156,Cayuga,0.0825
6491,Sylvan Beach,S,NY,13157,Oneida,0.0825
6492,Truxton,S,NY,13158,Cortland,0.0825
6493,Tully,S,NY,13159,Onondaga,0.0725
6494,Otisco,S,NY,13159,Onondaga,0.0725
6495,Union Springs,S,NY,13160,Cayuga,0.0825
6496,Verona Beach,S,NY,13162,Oneida,0.0825
6497,Wampsville,S,NY,13163,Madison,0.0725
6498,Warners,S,NY,13164,Onondaga,0.0725
6499,Waterloo,S,NY,13165,Seneca,0.0825
6500,Weedsport,S,NY,13166,Cayuga,0.0825
6501,West Monroe,S,NY,13167,Oswego,0.0725
6502,Syracuse,S,NY,13201,Onondaga,0.0725
6503,Syracuse,S,NY,13202,Onondaga,0.0725
6504,Syracuse,S,NY,13203,Onondaga,0.0725
6505,Syracuse,S,NY,13204,Onondaga,0.0725
6506,Syracuse,S,NY,13205,Onondaga,0.0725
6507,Syracuse,S,NY,13206,Onondaga,0.0725
6508,Syracuse,S,NY,13207,Onondaga,0.0725
6509,Syracuse,S,NY,13208,Onondaga,0.0725
6510,Syracuse,S,NY,13209,Onondaga,0.0725
6511,Solvay,S,NY,13209,Onondaga,0.0725
6512,Syracuse,S,NY,13210,Onondaga,0.0725
6513,Syracuse,S,NY,13211,Onondaga,0.0725
6514,Mattydale,S,NY,13211,Onondaga,0.0725
6515,North Syracuse,S,NY,13212,Onondaga,0.0725
6516,Syracuse,S,NY,13212,Onondaga,0.0725
6517,DeWitt,S,NY,13214,Onondaga,0.0725
6518,Syracuse,S,NY,13214,Onondaga,0.0725
6519,Syracuse,S,NY,13215,Onondaga,0.0725
6520,Onondaga,S,NY,13215,Onondaga,0.08
6521,Syracuse,S,NY,13217,Onondaga,0.08
6522,Syracuse,S,NY,13219,Onondaga,0.08
6523,Fairmount,S,NY,13219,Onondaga,0.08
6524,Syracuse,S,NY,13220,Onondaga,0.08
6525,Syracuse,S,NY,13221,Onondaga,0.08
6526,Syracuse,S,NY,13224,Onondaga,0.08
6527,Syracuse,S,NY,13225,Onondaga,0.08
6528,Syracuse,S,NY,13244,Onondaga,0.08
6529,Syracuse,S,NY,13250,Onondaga,0.08
6530,Syracuse,S,NY,13251,Onondaga,0.08
6531,Syracuse,S,NY,13252,Onondaga,0.08
6532,Syracuse,S,NY,13260,Onondaga,0.08
6533,Syracuse,S,NY,13261,Onondaga,0.08
6534,Syracuse,S,NY,13290,Onondaga,0.08
6535,Alder Creek,S,NY,13301,Oneida,0.095
6536,Altmar,S,NY,13302,Oswego,0.08
6537,Ava,S,NY,13303,Oneida,0.095
6538,Barneveld,S,NY,13304,Oneida,0.095
6539,South Trenton,S,NY,13304,Oneida,0.095
6540,Beaver Falls,S,NY,13305,Lewis,0.0775
6541,Blossvale,S,NY,13308,Oneida,0.095
6542,Vienna,S,NY,13308,Oneida,0.095
6543,Boonville,S,NY,13309,Oneida,0.095
6544,Talcottville,S,NY,13309,Oneida,0.095
6545,Hawkinsville,S,NY,13309,Oneida,0.095
6546,Bouckville,S,NY,13310,Madison,0.08
6547,Brantingham,S,NY,13312,Lewis,0.0775
6548,Glenfield,S,NY,13312,Lewis,0.0775
6549,Bridgewater,S,NY,13313,Oneida,0.095
6550,Brookfield,S,NY,13314,Madison,0.08
6551,Burlington Flats,S,NY,13315,Otsego,0.08
6552,Burlington,S,NY,13315,Otsego,0.08
6553,Exeter,S,NY,13315,Otsego,0.08
6554,Camden,S,NY,13316,Oneida,0.095
6555,Osceola,S,NY,13316,Oneida,0.095
6556,Florence,S,NY,13316,Oneida,0.095
6557,Canajoharie,S,NY,13317,Montgomery,0.08
6558,Marshville,S,NY,13317,Montgomery,0.08
6559,Flat Creek,S,NY,13317,Montgomery,0.08
6560,Mapletown,S,NY,13317,Montgomery,0.08
6561,Buel,S,NY,13317,Montgomery,0.08
6562,Ames,S,NY,13317,Montgomery,0.08
6563,Cassville,S,NY,13318,Oneida,0.095
6564,Chadwicks,S,NY,13319,Oneida,0.095
6565,Cherry Valley,S,NY,13320,Otsego,0.08
6566,Clark Mills,S,NY,13321,Oneida,0.095
6567,Clayville,S,NY,13322,Oneida,0.095
6568,Clinton,S,NY,13323,Oneida,0.095
6569,Kirkland,S,NY,13323,Oneida,0.095
6570,Lairdsville,S,NY,13323,Oneida,0.095
6571,Cold Brook,S,NY,13324,Herkimer,0.08
6572,Grant,S,NY,13324,Herkimer,0.08
6573,Gray,S,NY,13324,Herkimer,0.08
6574,Morehouse,S,NY,13324,Herkimer,0.08
6575,Constableville,S,NY,13325,Lewis,0.0775
6576,Cooperstown,S,NY,13326,Otsego,0.08
6577,Croghan,S,NY,13327,Lewis,0.0775
6578,Kirschnerville,S,NY,13327,Lewis,0.0775
6579,Belfort,S,NY,13327,Lewis,0.0775
6580,Deansboro,S,NY,13328,Oneida,0.095
